id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
420;"Du monde et des hommes";"Jacques Paul";9.99;"Les onze articles de Jacques Paul rassemblés dans ce volume, dont l'édition est offerte à l'auteur par le Centre de Recherche SICMA (Sociétés, Idéologies, Croyances au Moyen Âge) de l'Université de Provence, témoignent d'un univers intellectuel dans lequel le lecteur est invité à s'engager, comme le voyageur sur une route nouvelle. Chacun d'eux constitue une approche phénoménologique d'une partie du vécu des hommes du Moyen Âge et de leur perception du monde, fondée sur la critique d'œuvres littéraires ou artistiques. Miracles et mentalité religieuse, dévotion populaire, symbolique d'une tapisserie de la Création, d'un manteau impérial, d'une représentation de la Rome éternelle, interrogations sur les « schémas imaginatifs », les « attitudes mentales », sur le caractère polyvalent des gestes et des paroles, autant de domaines parfaitement maîtrisés par l'auteur, et l'occasion pour le lecteur de faire, dans la relecture de ces articles dont certains ont été réécrits, de nouvelles découvertes.";1;2017;"Presses universitaires de Provence";"jlgxdwaaqbaj.jpeg";85
421;"L'amour, simplement";"Nane Beauregard";11.99;"'Parfois, quand je le regarde, j’essaie de comprendre ce qui m’attache à lui, la nature de ce sentiment, sa texture et sa couleur, le pourquoi et le comment de cette chose qui m’est arrivée un jour et qui ne finit pas de m’étonner, dont je me plains de temps à autre et contre laquelle il m’arrive de lutter, et puis je me lasse de chercher et d’essayer de comprendre et je me contente de le regarder. Quand je lui en parle, il me dit qu’il ne se pose jamais ce genre de questions, qu’il se contente de constater ce qui lui arrive et de l’accepter.' Une femme regarde l’homme qu’elle aime et observe les attitudes, les expressions, les malentendus, les détails de la vie commune qui viennent parfois perturber les folles passions... Autant de situations qui renvoient dos à dos hommes et femmes dans cette périlleuse entreprise qu’est la vie en couple.";1;2016;"Éditions Joëlle Losfeld";"uyjacwaaqbaj.jpeg";8
422;"Bitcoin. La monnaie acéphale";"Jacques Favier";16.99;"Voici le guide utile et pratique pour comprendre la métamonnaie qui pourrait bien redéfinir en profondeur les règles de notre économie globalisée. Créée en 2009, cette monnaie décrite par les uns comme virtuelle mais considérée par d'autres comme un véritable or numérique s'échange en pair à pair sur Internet en dehors du réseau bancaire traditionnel. Voici le guide utile et pratique pour comprendre la métamonnaie qui pourrait bien redéfinir en profondeur les règles de notre économie globalisée. Créée en 2009, cette monnaie décrite par les uns comme virtuelle mais considérée par d'autres comme un véritable or numérique s'échange en pair à pair sur Internet en dehors du réseau bancaire traditionnel. Quelles sont les propriétés spécifiques de cet objet numérique infalsifiable ? Quelles sont les caractéristiques monétaires d'un jeton informatique émis sans autorité centrale, sans banque, sans État ? Que nous dit Bitcoin des nouveaux usages économiques, de la cybercriminalité, de la société de surveillance ainsi que de l'évolution du cyberespace ? Bitcoin accompagne en effet à la fois Internet dans son évolution et la société dans sa décentralisation, grâce à son architecture et à son registre, la blockchain. La première grande synthèse en français, claire et accessible, sur la nouvelle monnaie du troisième millénaire.";1;2017;"Cnrs";"wnsldwaaqbaj.jpeg";4
423;"L'alimentation à découvert";"Catherine Esnouf";18.99;"L'alimentation suscite aujourd'hui de multiples interrogations. Cet ouvrage se propose d'en faire le tour en exposant le plus simplement et le plus complètement possible l'état des connaissances scientifiques. Quels sont les déterminants du comportement alimentaire ? Comment les comportements alimentaires évoluent-ils au cours d'une vie ? Quels en sont les marqueurs culturels ? Les évolutions historiques ? Comment fabrique-t-on, et a-t-on fabriqué au cours de l'histoire, les aliments ? Comment les conserve-t-on ? Comment gérer les ressources ? Quels sont les différents systèmes alimentaires ? Qu'en est-il aujourd'hui des questions de famine ? Quelles relations entretiennent la nutrition et la santé ? Comment gérer les risques alimentaires dans des filières industrialisées ? Quel encadrement juridique pour l'alimentation ? Quels liens entre l'alimentation, l'environnement et l'occupation du territoire ? C'est à toutes ces questions, et à bien d'autres, que répond cet ouvrage, en 127 chapitres. L'alimentation exige la pluridisciplinarité, aussi les auteurs rassemblés viennent-ils de communautés aussi diverses que les sciences humaines et sociales, les sciences biologiques et médicales, les sciences des aliments, et les sciences environnementales. Un panorama complet pour tout comprendre aux enjeux de l'alimentation au xxie siècle.";1;2017;"CNRS Éditions via OpenEdition";"rpm8dwaaqbaj.jpeg";44
424;"Étoiles";"James BORT";22.99;"Exposition des photographies de James Bort à partir du 18 mars 2016 à l'Opéra Bastille. À l'invitation de Benjamin Millepied, James Bort a photographié les 18 danseurs Étoiles de l'Opéra de Paris : ' Je voulais seulement les voir avec leur costume, sans maquillage ni accessoires, sans coiffure. Mon souhait était de faire ressentir cet instant de l'avant ou de l'après, de l'oubli, l'instant unique que le danseur vit, seul, face à son miroir. ' (James Bort) Sublimés par une lumière et des noirs intenses, ces visages et ces corps en mouvement sont montrés d'une façon à la fois intime et spectaculaire où la puissance se marie à la grâce. James Bort réussit à capter le mouvement et l'immobile pour donner à voir ces danseurs comme vous ne les avez encore jamais vus.";1;2016;"Cherche Midi";"ae_hcwaaqbaj.jpeg";25
425;"Cinéma à l’Université";"Frédéric SOJCHER";12.99;"Ce livre est destiné en priorité à tous les étudiants en cinéma (plusieurs dizaines de milliers d’étudiants en France, en Belgique, au Québec...) pour qu’ils puissent savoir ce qui existe en termes d’enseignement des pratiques du cinéma à l’université. Il n’y a en effet pas que dans les écoles de cinéma qu’on peut suivre des ateliers de scénario et faire l’expérience de la réalisation. L’association de la pratique du cinéma à l’université pose fondamentalement la question de sa transmission : en associant le penser et le faire, le regard et le geste. L'université peut être le lieu d'une recherche artistique et théorique qui n'existe pas au sein de la profession cinématographique... Avec les contributions de Vincent Amiel, Muriel Andrin, Alain Bergala, N.T. Binh, Fabien Boully, Nicole Brenez, Camille Bui, Baptiste Buob, Guy Chapouillé, Jean-Paul Civeyrac, Antoine de Baecque, Vincent Deville, Arthur Dreyfus, Jean-Michel Frodon, Noël Herpe, Henri-François Imbert, Paul Lacoste, Hélène Laurichesse, Serge Lalou, Serge Le Péron, Jacques Martineau, Damien Mottier, Caroline San Martin, Claire Simon, Vincent Sorrel, Lucie Szechter, Eugénie Zvonkine, Dominique Willougby.";1;2020;"Les Impressions nouvelles";"shhudwaaqbaj.jpeg";96
426;"Danseuse étoile";"Gérard Mannoni";13.99;"La danseuse étoile Agnès Letestu a marqué les plus grands rôles par la profondeur et l’originalité de ses interprétations, à l’Opéra de Paris et sur les scènes les plus prestigieuses, du Bolchoï à la Scala, de Tokyo à Cuba... Elle a mis son extraordinaire virtuosité au service des personnages qu’elle a incarnés, des plus directement passionnels et figuratifs, comme la Dame aux camélias ou Giselle, aux abstractions des créations contemporaines. Danseuse, créatrice de costumes, professeur, Agnès Letestu livre dans cet ouvrage écrit avec Gérard Mannoni un vaste propos sur la danse : les années d’apprentissage mais aussi l’enseignement, le rapport du mental et du physique, les grands rôles, le corps comme ami et comme ennemi, les relations avec les chorégraphes... Rarement une très grande danseuse s’était livrée ainsi, avec tant de franchise, de finesse et d’intelligence. Gérard Mannoni est critique musical et chorégraphique depuis plus de quarante ans, pour la presse écrite et pour la radio. Il est l’auteur d’un certain nombre d’ouvrages de référence sur la danse et les danseurs, dont, chez Buchet/Chastel, Les Grandes étoiles du XXe siècle (2014) et Les Grands chorégraphes du XXe siècle (2015).";1;2016;"Buchet/Chastel";"fzkwdqaaqbaj.jpeg";6
427;"Leçons de danse, leçons de vie";"Wayne BYARS";14.99;"Comment la danse peut nous rendre heureux. Wayne Byars est américain, professeur de danse depuis 35 ans et fondateur du studio Harmonic à Paris. Tous les danseurs classiques et contemporains ont suivi son enseignement très particulier, à contre-courant des méthodes d'apprentissage habituelles. Plus que de la danse, Wayne Byars transmet une philosophie, une manière d'être au monde, de penser la peur, la douleur, la confiance, l'amour du métier, le plaisir d'être au monde et de le partager en public.";1;2017;"First";"acu0dwaaqbaj.jpeg";100
428;"La critique de cinéma";"René Prédal";7.99;"Attachée à l'étude des oeuvres, la critique de cinéma s'est imposée, singulièrement en France, comme un genre à part, bien distinct des approches historique et critique. Réputée subjective ou idéologique et faisant l'objet de reproches récurrents, elle n'en est pas moins à prendre en considération : seule garante de la légitimité du patrimoine, elle est aussi nécessaire à l'accompagnement du plaisir du spectateur qu'à l'approfondissement des recherches esthétiques propres aux études cinématographiques. Vraie synthèse, cet ouvrage évoque l'histoire et l'influence de l'activité critique : il en spécifie la nature et les fonctions, en expose les combats passés et actuels, en présente les grands courants, et s'interroge sur cette « politique des auteurs » qui en est devenue la méthodologie la plus répandue. Il se prononce enfin sur la capacité actuelle de renouvellement du genre, face à la remise en cause de sa place dans la presse comme dans l'évolution de la création cinématographique. Nature et fonction de la critique. Histoire des revues de cinéma. Les combats de la critique. Critique, théorie, idéologie. La politique des auteurs. La critique en crise.";1;2004;"Armand Colin";"dxydagaaqbaj.jpeg";38
429;"N'Golo Kanté";"Cyril COLLOT";7.99;"Arrivé tardivement dans le monde professionnel, N'Golo Kanté a fait depuis ses preuves en rejoignant Caen, puis Leicester City avec qui il remporte le Championnat d'Angleterre 2016 aux dépens des plus grandes écuries, réalisant un exploit retentissant dans l'histoire du football professionnel, le hold up des sans grades qui tiennent tête et finissent par dominer les clubs les plus riches, une belle histoire. Il réitère le même exploit avec Chelsea l'année suivante. Finaliste de l'Euro 2016 avec l'équipe de France qu'il vient tout juste d'intégrer, il est titulaire indiscutable de l'équipe de France qui remporte la Coupe du monde 2018. Timide et modeste dans la vie, Ngolo Kanté se dépense sans compter une fois sur le terrain et ne relâche jamais ses efforts pour faire triompher le collectif. Adoré par ses coéquipiers qui savent ce qu'ils lui doivent, lui le joueur anti bling-bling par excellence s'est aussi fait une place particulière dans le coeur des Français au bénéfice d'un été 2018 inoubliable et en raisons de ses formidables qualités humaines et sportives.";1;2019;"Marabout";"okjbdwaaqbaj.jpeg";44
430;"Mémé dans les orties";"Aurelie Valognes";5.99;"Solitaire, bougon, acariâtre – certains diraient : seul, aigri, méchant... –, Ferdinand Brun, 83 ans, s'ennuie à ne pas mourir. Son unique passe-temps ? Éviter une armada de voisines aux cheveux couleur pêche, lavande ou abricot. Son plus grand plaisir ? Rendre chèvre la concierge, Mme Suarez, qui joue les petits chefs dans la résidence. Mais lorsque sa chienne prend la poudre d'escampette, le vieil homme perd définitivement goût à la vie... jusqu'au jour où une fillette précoce et une geek de 93 ans forcent littéralement sa porte, et son cœur. Attention : cure de bonne humeur en vente libre !";1;2015;"Michel Lafon";"uky8cqaaqbaj.jpeg";80
431;"Crève, Ducon !";"François Cavanna";7.49;"« À dix-huit ans, du haut de mon mètre quatre-vingt-deux, je dominais tout le monde. Je me souviens, dans le métro, j’étais tout seul, là-haut surplombant une forêt de crânes plus ou moins garnis de cheveux et pas toujours éclatants de propreté. » Après Lune de miel, on retrouve ici la gouaille réjouissante de Cavanna, ses coups de colère, ses anecdotes, ses élans d’affection, sa passion de la langue et de la littérature. Ce dernier texte écrit avant de mourir est aussi une déclaration d’amour à la vie et à la liberté : une véritable œuvre d’écrivain.";1;2021;"Editions Gallimard";"yx8xeaaaqbaj.jpeg";60
432;"La prière au Moyen Âge";"Jean Larmat";4.99;"Le repentir est précisément le principal des sentiments dont la présence authentifie la prière du cœur. Nous n'entendons pas par là uniquement le violent repentir qu'éprouve le pécheur héros du Miracle à la suite du péché précis dont les circonstances, les conséquences et le pardon constituent la structure du récit. Il s'agit aussi de l'esprit de repentir dont font preuve, tout au long des Miracles, les personnages les plus dignes et les plus saints. Leur prière à Notre Dame est autant et souvent plus confession que louange. Lorsque Gautier évoque les divers sentiments accompagnant la prière, il y fait presque toujours figurer le repentir. Prière et espérance ; prière, humilité et repentir ; prière, ferveur et repentir ; prière, foi, espérance et repentir ; telles sont les principales 'combinaisons' que nous rencontrons en feuilletant les Miracles. Plutôt que de considérer ce repentir comme un sentiment parmi les autres, ne pourrait-on considérer au contraire les autres sentiments comme les diverses figures du repentir ? Il faudrait alors comprendre le repentir comme l'état de l'âme se découvrant tout entière devant Celui - ou celle - qu'elle prie, éprouvant alors en même temps le vif sentiment de son imperfection et de la douloureuse contradiction de la condition humaine, mais aussi l'espérance d'être aimé et sauvé. Nous pénétrons mieux alors le sens de cette prière du coeur qui est à la fois plaisir et souffrance.";1;2014;"Presses universitaires de Provence";"9bgwcwaaqbaj.jpeg";16
433;"Comment ne pas devenir un vieux con";"Sophie-Marie Larrouy";4.49;"Vous faites les malins, vous vous croyez jeunes, vous marchez dans la ville la fleur aux dents en parfaite harmonie avec la société quand soudain BRAAAAA, le syndrome du vieux con vous fouette les fesses. Vous vous entendez dire « De mon temps », « J’ai plus l’âge », « C’était mieux avant », vous dénoncez les voisins à la police parce qu’il est 22h35... STOP. ACHETEZ CE LIVRE-REMÈDE. Il vous aidera à comprendre les plus jeunes et à ne plus réfléchir comme un vieux con.";1;2016;"Marabout";"vnx8baaaqbaj.jpeg";88
434;"Prophétie";"C.J. SANSOM";13.99;"Angleterre, 1543. Après la Réforme, le retour de Henry VIII au catholicisme fait régner la terreur dans tout le pays. Censure, persécution, bûcher... Personne n'est à l'abri d'une condamnation pour hérésie. Réhabilité depuis peu et chargé de défendre un jeune exalté interné à l'asile de Bedlam, l'humaniste Matthew Shardlake entend se tenir à l'écart des conflits. Jusqu'à ce que l'un de ses pairs soit retrouvé noyé dans la fontaine de Lincoln's Inn, la gorge tranchée. Au nom de leur vieille amitié et par affection pour la veuve du défunt, Matthew se lance à la poursuite du coupable. Mais, quand plusieurs meurtres étrangement similaires sont commis coup sur coup, son enquête prend une tournure inquiétante. Une piste s'impose peu à peu : celle d'un tueur inspiré par l'Apocalypse de saint Jean...";1;2011;"Belfond";"umtmvdoawoec.jpeg";36
435;"Le petit violon";"Jean-Claude Grumberg";6.99;"Léo, le camelot, est seul dans sa roulotte et découvre le secret du bonheur : avoir un enfant. La petite fille sourde rencontrée au cirque Univers le rend quelque temps heureux, mais il songe à son éducation. Il la confie du pédagogue. Sarah grandit et revient au cirque, tombe amoureuse du jeune homme, et bien sûr, elle part vivre sa vie. Le pauvre Léo est seul à nouveau, et “ainsi va la vie”.";1;2016;"Éditions Actes Sud";"nc2cdqaaqbaj.jpeg";14
436;"Petites patries dans la grande guerre";"Yann Lagadec";8.99;"« Nous sommes relevés par le 65e, des Bretons qui, avec vingt-cinq kilomètres dans les jambes et douze heures sac au dos sans arrêt, ne se plaignent pas et s’entassent sans un mot dans les abris. C’est une race plus sympathique que nos Méridionaux du 16e corps, à qui la division était rattachée. » Par ces quelques mots griffonnés dans ses carnets en décembre 1915, le Bourguignon Pierre Perrin, mobilisé dans un régiment dijonnais, dit bien la force des stéréotypes régionaux dans la France de la Grande Guerre, les tensions qui en résultent parfois aussi malgré l’Union sacrée affichée. Pourtant, en dépit des profonds renouvellements de l’historiographie du conflit depuis une trentaine d’années, cette dimension régionale – et périphérique – des différents phénomènes, loin de Berlin, Londres ou Paris, reste très inégalement prise en compte par la recherche universitaire. En questionnant les liens – essentiels – entre « petites » et « grande » patries, ce livre souhaite interroger, pour lui-même, le fait régional en guerre. Conditions du recrutement et de la mobilisation, force des solidarités nées d’origines géographiques communes, cultures gustatives spécifiques, traditions musicales valorisées, langues locales ou régionales contribuant à forger une « langue des tranchées », constitution et évolution de stéréotypes régionaux combattants sont quelques-unes des pistes ici empruntées : elles permettent, entre autres, de mieux comprendre comment la « petite patrie » interagit avec la grande et contribue à renforcer la capacité des soldats à endurer les conditions dans lesquelles ils survivent au quotidien. En certains cas, la défense du pays conduit d’ailleurs à une redéfinition des identités régionales, à leur renforcement notamment. On l’aura compris : la région est ainsi moins le cadre de l’étude que l’objet même de la réflexion, à travers des contributions portant sur la Bretagne, la Normandie, le Nord-Pas-de-Calais, mais aussi l’Alsace alors allemande ou encore l’Empire britannique, plus particulièrement le Québec et la Nouvelle- Zélande.";1;2019;"Presses universitaires de Rennes";"u1undwaaqbaj.jpeg";22
437;"Quand la Beauté nous sauve";"Charles PÉPIN";11.99;"Pourquoi la beauté nous fascine-t-elle ? Pourquoi avons-nous tant besoin du plaisir particulier qu'elle nous donne ? Un paysage naturel vous offre l'apaisement, une mélodie vous redonne soudain foi en vous-même, un tableau vous emporte dans quelque chose de plus grand que vous, un visage contemplé vous invite à voir le monde autrement... Chaque fois que la beauté nous touche, elle nous réapprend à nous faire confiance, à nous écouter, à ne pas nous laisser enfermer dans notre quotidien, à nous ouvrir à la promesse d'un Absolu. Dans le plaisir esthétique, nous réussissons même à nous confronter à ce qui d'habitude nous effraie : le mystère des choses, notre propre obscurité... C'est le pouvoir de la beauté : elle nous donne la force d'aimer ce qui est, en même temps que celle d'espérer ce qui pourrait être. Croisant la pensée des grands philosophes, l'oeuvre des artistes d'hier et d'aujourd'hui, puisant aussi dans son expérience personnelle, Charles Pépin éclaire l'énigme de la beauté et montre en quoi sa fréquentation peut nous aider à vivre.";1;2013;"Robert Laffont";"f_itntuix-wc.jpeg";52
438;"Tatie pourrie";"David Walliams";8.99;"Après la mort de ses parents dans un tragique accident de voiture, Stella Saxby devient la seule héritière du manoir familial. Mais, fait étrange, Stella n'a aucun souvenir de l'accident... Et comble du malheur, c'est son abominable tante Alberta qui désormais s'occupe d'elle ! Véritable terreur, affublée d'un hibou domestique, la vieille femme semble prête à tout pour récupérer l'acte de propriété du manoir et se débarrasser de sa nièce. Prête à vraiment tout... Heureusement, seule Stella sait où le trouver, et elle est bien décidée à garder le secret coûte que coûte ! À partir de 8 ans";1;2015;"Albin Michel";"i2egcgaaqbaj.jpeg";23
439;"Dix jours avant la fin du monde";"Manon Fargetton";7.99;"France, de nos jours. Deux lignes d'explosions d'origine inconnue ravagent la Terre. Quand elles se rejoindront sur l'arc atlantique, toute vie disparaîtra. Commence alors un vaste exode vers la côte. Parmi les fugitifs, six hommes et femmes qui vont tenter d'unir leurs forces pour retarder l'inéluctable. Ils ont dix jours, pas un de plus, avant la fin du monde...";1;2020;"Gallimard Jeunesse";"wt78dwaaqbaj.jpeg";8
440;"Colette";"Francine Dugast-Portes";4.99;"Les pouvoirs de l’écriture chez Colette, c’est l’art « décrétal » de susciter la présence dans les portraits, de ressusciter les souvenirs d’enfance et leur charge de « sauvageries », mais aussi de créer ou recréer des silhouettes délibérément fictives – Claudine, Gigi, Don Juan – alliant charme et scandale. Au fil des lettres, des reportages, des chroniques d’un temps pour nous révolu, le monde se peint dans un regard ; l’extrême recherche du style unit indissolublement les volutes esthétiques à une éthique, quelque peu nietzschéenne, qui fonde sa loi propre dans la nécessité de l’écriture, et irradie en sagesse ultime.";1;2016;"Presses universitaires de Rennes";"gxi1daaaqbaj.jpeg";96
441;"Ressusciter";"Christian Bobin";6.49;"'Il y a une étoile mise dans le ciel pour chacun de nous, assez éloignée pour que nos erreurs ne viennent jamais la ternir.'";1;2014;"Editions Gallimard";"mmbybaaaqbaj.jpeg";100
442;"Le coup de lune";"Georges SIMENON";7.99;"Sortilèges africains - Parti plein d'enthousiasme pour les colonies, Joseph Timar ressent, dès son arrivée au Gabon, un malaise indéfinissable qui n'est pas seulement dû à la moiteur accablante du climat. Sortilèges africains Parti plein d'enthousiasme pour les colonies, Joseph Timar ressent, dès son arrivée au Gabon, un malaise indéfinissable qui n'est pas seulement dû à la moiteur accablante du climat. Il s'est installé dans l'unique hôtel européen du port de Libreville, tenu par les Renaud et, dès le premier jour, la plantureuse patronne Adèle, dont le mari agonise lentement, s'est offerte à lui. Adapté pour le cinéma en 1983, sous le titre Equateur, par Serge Gainsbourg, avec Barbara Sukowa (Adèle), Francis Huster (Timar), François Dyrek (le commissaire), Jean Bouise (le procureur), Julien Guiomar (Bouilloux), Roland Blanche (le borgne), et pour la télévision en 1999, sous le titre Adela, par Eduardo Mignona, avec Eulalia Ramon (Adèle), Grégoire Colin (Timar), Martin Lamote (Eugène). Simenon chez Omnibus : les enquêtes du célèbre commissaire Maigret, et les très 'noirs' Romans durs";1;2012;"Omnibus";"srujoozxvv8c.jpeg";2
443;"Diabolique dentiste";"David Walliams";8.99;"Le jeune Alfie a douze ans et toutes ses dents... enfin presque, car depuis des années, le jeune garçon cache à son père malade et infirme une montagne de lettres de rappel de rendez-vous chez le dentiste. Et le temps et les sucreries ont rendu les dents d'Alfie franchement épouvantables ! Mais la supercherie prend fin le jour où une nouvelle dentiste particulièrement inquiétante arrive en ville et vient examiner les dents des collégiens. Très vite, Alfie devient sa proie. L'horrible Docteure Ratiche ruse, l'attache et l'endort, pour mieux charcuter sa mâchoire à sa guise. Lorsqu'Alfie reprend ses esprits, toutes ses dents ont disparu ! Désespéré mais bien décidé à se venger, il monte un plan. Aidé de Raj le marchand de journaux hyper-sensible, de Winnie l'assistante sociale accro au chocolat et de Gabz, sa minuscule camarade de classe experte en théories du complot, il s'embarque dans une aventure à glacer le sang, pleine de péripéties à faire grincer des dents... À partir de 8 ans";1;2014;"Albin Michel";"cmuhdaaaqbaj.jpeg";1
444;"Rock War (Tome 1) - La rage au cœur";"Robert Muchamore";6.49;"Pour échapper à l'atmosphère étouffante de sa famille, Jay joue de la guitare dans un groupe de rock au cœur d'un quartier populaire de Londres. Dans un pensionnat écossais haut de gamme, Dylan, musicien prodige, s'ennuie à mourir. Malgré sa voix exceptionnelle, la jolie Summer consacre tout son temps à sa grand-mère malade dans une cité délabrée du centre de l'Angleterre. Animés par la même rage d'échapper une vie toute tracée, ils n'attendent qu'un coup de pouce du destin pour faire de leur rêve de gloire une réalité...";1;2018;"Casterman Jeunesse";"ln9adwaaqbaj.jpeg";69
445;"Papauté, monachisme et théories politiques. Volume I";"Pierre Guichard";10.99;"Les soixante-six études rassemblées dans ces deux volumes veulent témoigner de la vitalité et du profond renouvellement de l'histoire médiévale politique et religieuse. Elles sont offertes par ses collègues français et étrangers à Marcel Pacaut, qui en fut un des plus actifs représentants durant plus de trente ans d'enseignement à l'Université de Lyon. Le volume I : Le pouvoir et l'institution ecclésiale, aborde deux thèmes essentiels : - La papauté médiévale - dont l'histoire ne peut plus se concevoir simplement comme celle de la succession des papes - et les relations de l'Église et de l'État. - Le monachisme médiéval, dans son unité et sa diversité, au carrefour du ciel et de la terre, et dont l'empreinte sur la civilisation occidentale demeure toujours présente.";1;2019;"Presses universitaires de Lyon";"evi9dwaaqbaj.jpeg";75
446;"Les Boulevards de ceinture";"Patrick Modiano";2.99;"Le narrateur part à la recherche de son père. Le voici dans un village, en bordure de la forêt de Fontainebleau, du temps de l'occupation, au milieu d'individus troubles. Qui est ce père ? Trafiquant ? Juif traqué ? Pourquoi se trouve-t-il parmi ces gens ? Jusqu'au bout le narrateur poursuivra ce père fantomatique. Avec tendresse. Grand prix du roman de l'Académie française";1;2012;"Editions Gallimard";"2b3ocozpr-sc.jpeg";23
447;"Avant le bouleversement du monde";"Claire Messud";8.49;"Les vies d’Emmy et Virginia Simpson ne correspondent en rien à ce qu’elles s’étaient imaginé. Emmy, la cadette, a quitté l’Angleterre pour l’Australie avec son mari et sa fille, cochant rapidement toutes les cases du succès mondain. Mais lorsque son mariage se solde par une humiliante séparation, elle décide de rompre les amarres et de partir en quête d’elle-même au cœur des montagnes sacrées de Bali. Son aînée, Virginia, vit encore avec leur mère et ne s’est jamais vraiment aventurée au-delà du périphérique londonien et du confort de son groupe de lecture de la Bible. Pourtant, le jour où sa foi l’abandonne, elle accepte de suivre sa mère sur l’île de Skye, terre de leurs origines, afin de redonner un sens à son existence. Sur ces deux îles du bout du monde, séparées par des milliers de kilomètres et des personnalités radicalement différentes, ces deux sœurs vont tenter de se réconcilier avec elles-mêmes, leur histoire, leurs choix de vie, de restaurer un équilibre perdu et de trouver enfin, à l’aube de leurs cinquante ans, une place dans le monde. Dans ce premier roman tout en finesse, Claire Messud livre une vision douce-amère de relations familiales tourmentées, questionne la valeur des liens du sang et s’interroge sur la capacité des êtres à se réinventer.";1;2021;"Editions Gallimard";"uzqweaaaqbaj.jpeg";24
448;"Son autre mort";"Elsa Marpeau";7.99;"Alex mène une vie normale jusqu'à l'arrivée de l'écrivain Charles Berrier dans le gîte rural qu'elle tient avec son mari. Une nuit, l'homme essaie de la violer. En cherchant à se défendre, elle le tue. Paniquée, craignant que les conséquences de son acte ne détruisent sa famille, Alex dissimule le corps. Avant que la disparition de Berrier ne soit connue, et pour éloigner d'elle les soupçons, Alex décide de s'infiltrer dans son entourage pour trouver qui, parmi les proches de l'écrivain, aurait pu l'assassiner...";1;2021;"Editions Gallimard";"j5cseaaaqbaj.jpeg";2
449;"Je vous écrirai";"Paule du Bouchet";6.49;"Couvée par l’amour excessif de sa mère, Malia étouffe. Alors, quand son amie Gisèle lui propose de s’installer avec elle à Paris, ce jour de septembre 1955, la jeune fille accepte aussitôt. Mais elle promet d’écrire à sa mère, tous les jours. Malia se construit, entre la Sorbonne, le théâtre, sa rencontre avec un metteur en scène... tandis que ses parents peu à peu s’effondrent, laissant échapper de lourds secrets... Émouvant, intrigant, follement romanesque !";1;2018;"Gallimard Jeunesse";"3lvtdwaaqbaj.jpeg";46
450;"L'Eté où je suis devenue jolie";"Jenny Han";7.99;"Comme chaque été, Belly, sa mère et son frère passent les vacances chez Susannah et ses deux fils, Conrad et Jeremiah. Belly est très attirée par le sombre Conrad, même s'il reste indifférent à elle. Sous le soleil éclatant, les nuages pointent à l'horizon : Belly tombe follement amoureuse de Conrad qui accumule les conquêtes sous ses yeux. Jeremiah se déclare à Belly qui le considère comme un ami. Et entre les pichets de thé glacé, les baignades nocturnes, le sel de l'océan sur la peau, un drame couve. Belly dont le coeur bat la chamade, sent que quelque chose va changer, pour toujours... « Ce livre raconte l'été parfait pour n'importe quelle jeune fille. » Sarah Dessen, auteur de Écoute-la « Si je pouvais vivre dans ce livre extraordinaire, respirer l'océan et le soleil, je le ferais. » Lauren Myracle « Un récit initiatique très bien écrit, offrant des moments intenses au soleil d'un été meurtrier. » Publisher's WeeklyDès 13 ans";1;2011;"Albin Michel";"y4h7yw_ulbgc.jpeg";21
451;"La Vérité sur l'Affaire Harry Quebert";"Joël Dicker";11.99;"A New York, au printemps 2008, alors que l’Amérique bruisse des prémices de l’élection présidentielle, Marcus Goldman, jeune écrivain à succès, est dans la tourmente: il est incapable d’écrire le nouveau roman qu’il doit remettre à son éditeur d’ici quelques mois. Le délai est près d’expirer quand soudain tout bascule pour lui: son ami et ancien professeur d’université, Harry Quebert, l’un des écrivains les plus respectés du pays, est rattrapé par son passé et se retrouve accusé d’avoir assassiné, en 1975, Nola Kellergan, une jeune fille de 15 ans, avec qui il aurait eu une liaison. Convaincu de l’innocence de Harry, Marcus abandonne tout pour se rendre dans le New Hampshire et mener son enquête. Il est rapidement dépassé par les événements: l’enquête s’enfonce et il fait l’objet de menaces. Pour innocenter Harry et sauver sa carrière d’écrivain, il doit absolument répondre à trois questions: Qui a tué Nola Kellergan? Que s’est-il passé dans le New Hampshire à l’été 1975? Et comment écrit-on un roman à succès? Sous ses airs de thriller à l’américaine, La Vérité sur l’Affaire Harry Quebert est une réflexion sur l’Amérique, sur les travers de la société moderne, sur la littérature, sur la justice et sur les médias. Joël Dicker est né à Genève en 1985. La Vérité sur l’Affaire Harry Quebert est son deuxième roman. Il a obtenu successivement en 2012 le Prix de la Vocation Bleustein-Blanchet, le Grand Prix du Roman de l’Académie française et le 25e Prix Goncourt des Lycéens.";1;2014;"Editions de Fallois";"qtvwawaaqbaj.jpeg";2
