id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
581;"Théologie du développement intégral Tome 1";"Benjamin Sombel Sarr";12.99;"Cet ouvrage est une réflexion théologique sur le développement intégral. La théologie du développement y est proposée comme une herméneutique pratique de la charité. Dans une démarche analytique et historique, l'auteur montre la place et la spécificité de l'herméneutique de la charité.";1;2017;"Editions L'Harmattan";"content?id=SzE_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";32
582;"Le Cameroun face au défi du développement";"Kengne Fodouop";27.99;"Le Cameroun est un pays doté de multiples atouts favorables à son développement. Exploités à bon escient, ils en feraient un pays qui pourrait garantir à ses habitants de meilleures conditions de vie. Mais le Cameroun accédera à un véritable développement si ses dirigeants politiques et ses citoyens renoncent au tribalisme et privilégient l'intérêt général, si l'Etat applique les règles de droit et de justice, si les intellectuels camerounais s'impliquent dans la lutte.";1;2013;"Editions L'Harmattan";"content?id=wcQgMZ3mDIUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
583;"Tourismes, patrimoines, identités, territoires";"Collectif";9.99;"L’approche des tourismes présentée dans cet ouvrage qui recueille les communications des participants au colloque Tourismes Patrimoines Identités et Territoires, organisé par l’Université de Perpignan Via Domitia, fait une large place aux facteurs humains souvent négligés au profit d’un raisonnement réduit à l’économie. Les territoires y sont pensés comme des espaces dotés d’identités que les patrimoines illustrent et les coprésences liées aux tourismes permettent en remettant souvent en cause le mythe d’autochtonie ou le « noble mensonge » de Socrate c’est à dire la croyance des « dirigeants eux-mêmes et (des) militaires, ensuite (du) reste de la cité, qu’ils avaient été modelés sous la terre et qu’une fois que leur fabrication avait été terminée, la terre, qui est leur mère, les avait mis au monde ; et qu’à présent ils doivent délibérer au sujet du pays où ils sont, et le défendre contre quiconque l’attaque, comme si c’était là leur mère et leur nourrice, et penser aux citoyens comme à des frères nés comme eux de la terre ». Ils apparaissent comme un compromis entre un aspect affectif et un aspect rationnel : tout à la fois espaces fonctionnels, et lieux de pouvoir. L’ouvrage s’adresse aux étudiants des différentes filières de formation aux métiers du tourisme et à l’ensemble des acteurs du secteur touristique soucieux de développement durable, respectueux des identités et des patrimoines.";1;2021;"Presses universitaires de Perpignan";"content?id=mgMWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";4
584;"Développement et variabilités";"Sandrine Le Sourn-Bissaoui";7.99;"Les évolutions actuelles de la recherche en psychologie du développement privilégient une réflexion sur la singularité des trajectoires de développement. Ces évolutions ont amené notre discipline à se centrer sur la prise en compte des différences individuelles dans le développement humain typique et atypique. À travers cet ouvrage, le lecteur découvrira la diversité de la recherche dans notre discipline ainsi que les avancées théoriques et méthodologiques récentes issues, en partie, de la collaboration avec la psychologie différentielle. Le présent ouvrage, issu du colloque du Réseau interuniversitaire de psychologie du développement et de l'éducation (Rennes, mai 2011), propose des contributions scientifiques récentes centrées sur l'analyse fonctionnelle, organisationnelle ou développementale des variabilités (inter ou intra-individuelles) dans différents domaines du développement, tout au long de la vie. La structuration de l'ouvrage comprend deux parties : la première, intitulée « Cognition, cognition sociale et variabilités », regroupe les contributions portant sur l'étude des variabilités intra-individuelles ou interindividuelles dans le développement typique ; la seconde, intitulée « Handicaps, apprentissage et variabilités », regroupe les recherches portant sur le développement atypique ou les apprentissages (langagiers, scolaires etc.)";1;2019;"Presses universitaires de Rennes";"content?id=s7-ZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";44
585;"La Clé de votre énergie";"Natacha Calestrémé";13.99;"« Je suis vidé » : qui n’a jamais ressenti cette perte d’énergie ? Et si nos problèmes de santé étaient l’expression d’émotions douloureuses ? Et si les épreuves que nous traversons étaient dues à nos peurs, nos blocages, nos culpabilités ? Et si nos blessures remontaient à notre passé, proche ou lointain, voire à un héritage ? (un événement antérieur à notre naissance) Cela peut cesser et cela va cesser ! Je vous en donne la clé. Grâce à ces 22 protocoles (grâce aux 22 protocoles que vous trouverez dans ce livre), vous allez réactiver votre potentiel et enfin retrouver votre pleine énergie. Le corps médical en parle : Un ouvrage audacieux et authentique. Pr Gérard Ostermann, Médecine interne, Psychothérapeute Un livre concret, pratique, qui sera utile à beaucoup de gens. Jacques Roques, Psychothérapeute, cofondateur d’EMDR France Un fantastique outil de travail sur soi et de guérison. Dr. Patrick Jouhaud, Médecin ostéopathe Natacha Calestrémé nous offre le pouvoir de devenir autonome. J’ai été touché par la justesse de son approche. Dr. Jean Sandretto, Psychiatre Natacha Calestrémé est journaliste et réalisatrice. Spécialisée dans le domaine de la santé et de l’environnement, elle a été amenée à interviewer des énergéticiens, des guérisseurs, des médiums et des chamanes. Après de multiples épreuves, elle a mis en pratique les techniques de ces thérapeutes un peu spéciaux. Cela a changé sa vie. Depuis, elle propose ces protocoles dans des ateliers qui rencontrent un grand succès auprès du public et même de médecins. Elle partage dans cet ouvrage tout ce qui lui a permis de se transformer.";1;2020;"ALBIN MICHEL";"content?id=5WzIDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";55
586;"Le développement global de l'enfant de 6 à 12 ans en contextes éducatifs";"Caroline Bouchard";32.99;"À l’école primaire, les enseignants et enseignantes, de même que les éducateurs et éducatrices en service de garde, occupent un rôle de premier plan dans le développement global de l’enfant. Aussi, la connaissance approfondie des différentes dimensions de ce développement leur est essentielle pour mieux soutenir l’enfant dans ses apprentissages. En raison du vif intérêt suscité par Le développement global de l’enfant de 0 à 5 ans en contextes éducatifs, Caroline Bouchard et Nathalie Fréchette ont poursuivi leur travail afin d’offrir un autre ouvrage de référence couvrant la période de l’âge scolaire chez l’enfant. Basé sur un modèle similaire au précédent, le livre présente les plus importantes notions relatives au développement global des 6 à 12 ans. Chacun des aspects – neurologique, moteur et psychomoteur, socioaffectif, cognitif et langagier – y est traité en détail, à la fois sous les angles théorique et pratique. Des exercices récapitulatifs et réflexifs enrichissent le propos.";1;2010;"PUQ";"content?id=W5QmNhrOmB8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";36
587;"Que faire des cons ? Pour ne pas en rester un soi-même";"Maxime Rovere";6.99;"Votre vie est encombrée d’une ou plusieurs créatures malfaisantes ? Vous désirez vous en défaire ? Avec humour et sagesse, Maxime Rovere démontre la capacité de la philosophie à affronter le quotidien et l’ordinaire, embrassant la vulgarité pour l’empêcher de nous envahir. Loin des grincheux qui dénoncent leurs contemporains, il examine nos interactions malheureuses et indique plusieurs issues possibles à nos conflits en tous genres. Sans prétention ni complaisance, ce livre propose une nouvelle éthique afin de penser et soigner ce fléau de notre temps, maladie du collectif et poison de nos vies individuelles.";1;2020;"Flammarion";"content?id=drPjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";24
588;"Penser et construire l’État dans la France du Moyen Âge (XIIIe-XVe siècle)";"Albert Rigaudière";12.99;"Jamais entreprise collective n’a suscité autant de publications que les réflexions conduites autour de la genèse de l’État moderne depuis une quinzaine d’années. Remodelés, intégrés dans un ensemble, liés entre eux par une suite de présentations qui les regroupe en quatre parties, les dix-huit articles ici réunis sont exclusivement consacrés à ce thème pour la période du bas Moyen Âge. L’ouvrage qui s’ouvre par une large rétrospective en manière de bilan et se termine par l’évocation de nouvelles perspectives de recherche, s’interroge en quatre temps sur quatre facteurs déterminants dans la reconstruction de l’État depuis le début du XIIIe siècle jusqu’à l’aube du XVIe siècle. Convient-il, dans cette évolution, d’accorder à la romanité un rôle aussi déterminant qu’on a bien voulu le dire? Dans quelle mesure le pouvoir royal restauré de faire loi a-t-il constitué un instrument de premier ordre pour redonner vie au politique ? Quelle place revient, dans cette vaste entreprise de reconstruction d’un appareil d’État, à des structures politiques et administratives profondément repensées ? Enfin, et peut-être surtout, comment évaluer à sa juste mesure l’impact d’une fiscalité nouvelle dont on a voulu faire un des facteurs déterminants de la genèse de l’État moderne? À travers elle, c’est tout le problème qui est posé de la puissance de l’argent au coeur de l’État médiéval.";1;2021;"Institut de la gestion publique et du développement économique";"content?id=qYEwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";55
589;"Le territoire est mort, vive les territoires !";"Collectif";2.99;"En 2005, le petit Prince n’aurait pas demandé au géographe de lui dessiner une carte, mais plutôt de lui découper un territoire ! Il lui aurait également demandé de définir le territoire mais le géographe eut été bien à la peine, tant ce mot recouvre des réalités différentes, tant il est devenu polysémique. De nombreux observateurs ont récemment annoncé la fin des territoires, mais malgré les processus de mondialisation et de métropolisation en cours, le territoire est bel et bien vivant, sous des formes largement renouvelées. Partout dans le monde, on assiste en effet à une fabrication débridée de territoires, et l'éloge de la proximité et du local se traduit en politiques de décentralisation, provoquant une vague sans précédent d'assemblages, de découpages et redécoupages. Dans les pays du Sud, les nouveaux acteurs de la société civile (ONG, associations, groupes d'entrepreneurs...) ainsi que leurs partenaires internationaux érigent à profusion des périmètres de projets, d'intervention ou de mobilisation, encouragés en cela par les paradigmes dominants que sont la « gouvernance » et le « développement durable ». Afin de rendre compte de cette complexité territoriale contemporaine et d'en mesurer les limites, les auteurs de cet ouvrage, issus d'horizons variés, nous livrent une série de réflexions originales, tout en plaidant pour une régulation des territoires au nom du développement L'ouvrage intéressera tous les lecteurs préoccupés par les enjeux politiques, culturels et économiques de la question territoriale contemporaine.";1;2013;"IRD Éditions";"content?id=lfgRCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";45
590;"Espoir";"Aurore Roegiers";12.99;"Espoir, la voie de la réalisation, est un texte canalisé provenant de la Source afin d'aider ceux qui le souhaitent à élever leur vibration durant cette transition planétaire. Le passage vers la 5D est un travail intérieur de longue haleine et cet écrit permet d'en comprendre les principes fondamentaux pour cheminer vers cette élévation. Premier volet d'une série pour accompagner ce cheminement spirituel, L'espoir, la voie de la réalisation est un texte qui permet de comprendre les bases solides à mettre en pratique si l'être humain souhaite cheminer dans ce passage vers la 5eme dimension. Canalisé par Aurore Roegiers, médium et artiste. Aurore est venue transmettre des messages de la part de la Source afin d'éveiller les consciences durant cette ascension. Comédienne de formation, thérapeute et désormais médium, Aurore a à cœur de transmettre ses savoirs afin d'aider toutes les personnes à devenir la meilleure version d'elle-même.";1;2020;"Atlantes";"content?id=UDbrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";12
591;"Innovation et développement dans les systèmes agricoles et alimentaires";"Jean-Marc Touzard";0;"L’innovation est souvent présentée comme l’un des principaux leviers pour promouvoir un développement plus durable et plus inclusif. Dans les domaines de l’agriculture et de l’alimentation, l’innovation est marquée par des spécificités liées à sa relation à la nature, mais aussi à la grande diversité d’acteurs concernés, depuis les agriculteurs jusqu’aux consommateurs, en passant par les services de recherche et de développement. L’innovation émerge des interactions entre ces acteurs, qui mobilisent des ressources et produisent des connaissances dans des dispositifs collaboratifs, afin de générer des changements. Elle recouvre des domaines aussi variés que les pratiques de production, l’organisation des marchés, ou les pratiques alimentaires. L’innovation est reliée aux grands enjeux de développement : innovation agro-écologique, innovation sociale, innovation territoriale, etc. Cet ouvrage porte un regard sur l’innovation dans les systèmes agricoles et alimentaires. Il met un accent particulier sur l’accompagnement de l’innovation, en interrogeant les méthodes et les organisations, et sur l’évaluation de l’innovation au regard de différents critères.Il s’appuie sur des réflexions portées par différentes disciplines scientifiques, sur des travaux de terrain conduits tant en France que dans de nombreux pays du Sud, et enfin sur les expériences acquises en accompagnant des acteurs qui innovent. Il combine des synthèses sur l’innovation et des études de cas emblématiques pour illustrer les propos. L’ouvrage est destiné aux enseignants, professionnels, étudiants et chercheurs.";1;2018;"Quae";"content?id=-6RhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";96
592;"L'enfant";"Joanne Hendrick";28.99;"L'auteure traite principalement des aspects physique, affectif, social, créatif et cognitif du développement et des besoins de l'enfant. Elle propose des pistes de réflexion sur le rôle de l'éducateur à qui est confiée la responsabilité de soutenir le développement de l'enfant.";1;2011;"PUQ";"content?id=rkAlMpeVj70C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";48
593;"Gouvernance et appropriation locale du développement";"Jacques Fisette";12.65;"La gouvernance représente l'une des plus importantes innovations conceptuelles des quinze dernières années dans le discours de l'aide au développement. A-t-elle pour autant transformé les pratiques? A-t-elle conduit à une plus grande appropriation locale des enjeux du développement? Ces questions sont débattues autour de trois thèmes : les nouveaux dispositifs de lutte contre la pauvreté, le Nouveau Partenariat pour le Développement de l'Afrique (NEPAD) et enfin, la décentralisation et la gestion des services publics.";1;2010;"University of Ottawa Press";"content?id=BRusDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";10
594;"Dynamique spatiale et développement";"Philippe Aydalot";5.49;"Le développement inégal et hiérarchisé de l’espace économique mondial comme des espaces nationaux, est souvent analysé à partir des échanges commerciaux, voire des mouvements de capitaux ; c’est admettre que l’exploitation ne peut naître que des termes de l’échange ou de transferts directs de surplus entre nations ou régions. Il est plus fécond de considérer que la division internationale du travail exprime d’abord une répartition inégale des forces productives, et donc des techniques. La source de l’impérialisme est alors différente : elle réside dans l’aptitude de catégories sociales localisées à produire, retenir et diffuser les technologies nouvelles en fonction de leurs intérêts. La reproduction du pouvoir du centre exige une extension croissante des relations économiques dans l’espace ; cette condition, qui perpétue les hiérarchies spatiales, permet seule d’éviter un blocage qui briserait la suprématie des unités dominantes du centre. En longue période, les phases d’innovation technologique intense verront s’élargir les écarts de richesse entre centre et périphérie, alors que les périodes d’essoufflement technologique entraîneront, dans une ambiance générale déprimée, une tendance à un rattrapage partiel. Toute unité périphérique acceptant le « jeu » de la division internationale du travail proposé (ou imposé) par le centre, ne peut espérer de croissance que subordonnée, sans pouvoir s’attendre à un rattrapage réel.";1;1980;"FeniXX";"content?id=HqFYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";18
595;"Classer, dire, compter";"Olivier Mattéoni";12.99;"L’importance des archives comptables médiévales n’est plus à démontrer. Elles ont nourri nombre d’études d’histoire sociale, économique ou institutionnelle. En revanche, l’élaboration des comptes en tant que documents n’a pas donné lieu à une enquête d’ensemble. L’ambition de ce livre, qui rassemble les actes du colloque qui s’est tenu aux Archives nationales et à la Cour des comptes les 10 et 11 octobre 2012 et qui clôturait un cycle de recherche de plusieurs années, était de faire le point sur la question de la fabrique de la norme comptable à la fin du Moyen Âge. Plus précisément, en s’attachant à l’analyse des supports, du format, de l’organisation des comptes, et, au sein de ces derniers, de l’articulation des parties du discours entre elles, ou encore aux savoir-faire mathématiques des agents teneurs de comptes, le livre entend proposer une réflexion sur les enjeux de l’usage de l’écrit comptable par les institutions médiévales, tant laïques qu’ecclésiastiques, à l’échelle européenne. À partir de cette variété institutionnelle, plusieurs questions irriguent les contributions ici rassemblées. Y a-t-il des normes communes pour tenir les comptes ? Sont-elles partout appliquées ? Comment évoluent-elles et comment en contrôle-t-on l’application ? Quelles sont les manières d’identifier, de classer et de compter qui sont utilisées pour gérer le temps, les biens, les personnes ? Organisé en trois grandes parties, qui s’intéressent successivement aux formes et à l’ordonnancement des comptabilités, aux savoirs comptables, à l’ordre du discours, et que prolonge une comparaison avec d’autres périodes et d’autres espaces, le livre se clôt sur la réflexion de praticiens qui replacent la question de la normalisation comptable dans la longue durée, jusqu’à aujourd’hui. Par ses apports et les différents points de vue qu’il croise, cet ouvrage permet de mieux comprendre les transformations cognitives et matérielles qui ont façonné les pratiques de gestion, d’administration et, au-delà, de gouvernement, à la fin du Moyen Âge.";1;2016;"Institut de la gestion publique et du développement économique";"content?id=brCBCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";25
596;"Monnaie, fiscalité et finances au temps de Philippe le Bel";"Collectif";7.99;"Alors que s’achève le beau XIIIe siècle si porteur de croissance, de paix et de bonne monnaie, les années 1300 marquent l’ère d’un temps nouveau. Celui des réalités qui se muent en mythes, celui de la croissance qui se transforme en crise, celui du vassal qui devient sujet. Elles sont aussi celles de l’aménagement du socle à partir duquel s’édifie lentement un État royal que Philippe le Bel sut toujours habilement utiliser comme levier de sa politique. Un État qui se construit autour de schémas intellectuels et de modèles institutionnels. Un État qui utilise la monnaie comme un authentique instrument de pouvoir, sans ne jamais cependant parvenir à définir un outillage conceptuel qui aurait permis d’en maîtriser efficacement les évolutions. Un État qui, plus que d’autres, à la même époque, joue des mutations monétaires lorsque les rentrées fiscales ne suffisent plus. Un État qui peine à faire basculer l’ensemble de la fiscalité dans le camp de la souveraineté en dépit du poids de la guerre, d’une inventivité constante et d’une incontestable avancée dans l’agencement des mécanismes financiers. Onze spécialistes éclairent de leur savoir cette importante mutation monétaire, fiscale et financière de la France de Philippe le Bel pour laquelle ils souhaitent aussi ouvrir la voie à des interrogations nouvelles.";1;2020;"Institut de la gestion publique et du développement économique";"content?id=H9wMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";0
597;"Le crédit inter-entreprises en Europe";"Michel Lescure";6.99;"Malgré la financiarisation des économies le crédit inter-entreprises occupe aujourd’hui une place majeure dans la structure financière des firmes petites et grandes dans le monde. Malgré cela, il a longtemps été négligé par les historiens de l’économie qui préfèrent travailler sur des sources de financement plus accessibles et plus formalisées. Les études historiques présentées dans ce livre analysent sur un long xxe siècle le crédit inter-entreprises en Europe occidentale, à la fois sous sa forme de crédit commercial (la première source de financement à court terme des firmes) et celle de crédit financier (financement direct interentreprises, crédit intra-groupe, crédit de la famille et/ou du réseau...). Réalisé par une équipe internationale de chercheurs, ce recueil livre une première contribution à l’histoire du financement inter-firmes des entreprises européennes, dont on retrouve bien des traits aujourd’hui dans les flux massifs de capitaux circulant à l’intérieur des groupes mondialisés. Il montre que loin de se réduire à une forme archaïque de financement qui résulterait des imperfections du marché des capitaux, le crédit interfirmes correspond à un besoin de coordination et d’adaptation des firmes à leur environnement et au progrès technique.";1;2019;"Institut de la gestion publique et du développement économique";"content?id=qMq_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";76
598;"Un consulat et ses finances. Millau (1187-1461)";"Florent Garnier";12.99;"À partir d’une documentation financière riche et variée conservée aux archives municipales de Millau, Florent Garnier s’est intéressé en particulier à l’exceptionnelle série de comptes des consuls boursiers du XIIIe au XVe siècle. Ces registres sont de première importance pour connaître de la vie du consulat de Millau, de ses habitants et, plus largement, du Rouergue et du royaume pendant la guerre de Cent Ans. L’auteur met en lumière la genèse de l’administration financière millavoise, l’élaboration de règles comptables et fiscales puis leur mise en œuvre par le consulat pour collecter et gérer des ressources permanentes nécessaires au financement de ses dépenses. Florent Garnier s’est également livré à une étude prosopographique des gens des finances de cette ville médiévale. Activité exceptionnelle pour certains, placement pour d’autres, étape enfin vers les charges de consul, la gestion de l’argent urbain attire des personnes d’horizons divers. Certains trésoriers de la ville, comptables particuliers ou fermiers de l’impôt, apparaissent comme de véritables « professionnels » des finances. Dépense pour les uns, source de revenu pour d’autres, le prélèvement fiscal est également un enjeu qui s’offre aux différents acteurs de la vie municipale. Il l’est tout autant dans les relations nouées par la communauté urbaine avec le prince. Cette étude qui dépasse la simple monographie s’inscrit dans les récentes recherches menées dans le cadre de l’Occident méditerranéen. « Au fi l de cette recherche profondément novatrice, Florent Garnier s’est imposé comme l’artisan éclairé d’une méthode, l’observateur minutieux d’un milieu et le décrypteur ingénieux d’un système » Albert Rigaudière.";1;2013;"Institut de la gestion publique et du développement économique";"content?id=z5wVCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";0
599;"Finances publiques en temps de guerre, 1914-1918";"Florence Descamps";9.99;"La Grande Guerre constitue un tournant majeur dans la gestion des finances publiques au XXe siècle. En préférant essentiellement l’emprunt à l’impôt pour faire face aux dépenses de guerre, les pays belligérants ouvrent en effet le cycle durable du déficit budgétaire, de l’endettement, de la dépréciation monétaire et de l’inflation. Mais au-delà des questions de financement, c’est l’ensemble du système de gestion des finances publiques qui se voit déstabilisé par le choc de la mobilisation générale, par la durée non prévue du conflit et par les défaillances ou les insuffisances de l’État libéral hérité du XIXe siècle. Faisant suite à un premier volume consacré au « troisième front » et à « la mobilisation financière », ce deuxième volume s’attache plus particulièrement à évaluer l’impact du conflit sur les institutions politiques et financières aux prises avec les dépenses de guerre (gouvernement, commissions parlementaires, ministère des Finances, Cour des comptes, corps de contrôle, organisations non gouvernementales, banques). La désorganisation et le désordre des circuits comptables, le relâchement ou la disparition des contrôles budgétaires et juridictionnels, les inadaptations et les improvisations administratives se combinent cependant avec des innovations gestionnaires qui manifestent la capacité des acteurs publics à affronter l’urgence et la nécessité. De la conduite de la guerre émergent les traits encore flous d’une nouvelle figure de l’État, un État sommé de prévoir, diriger, organiser et contrôler. Une bibliographie thématique enrichie complète cet ouvrage qui vient éclairer d’un jour nouveau les formes financières du « gouvernement de guerre » de 1914 à 1918.";1;2016;"Institut de la gestion publique et du développement économique";"content?id=T3e1DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";54
600;"La Malaisie, un modèle de développement souverain ?";"Elsa Lafaye de Micheaux";10.99;"Aux prises avec des tensions interethniques exacerbées à la fin des années 1960, le gouvernement malaisien a mis en place des réformes économiques orientées vers la croissance, mais dont l'objectif premier était la cohésion nationale. Or ce sont les effets massifs et durables de ces réformes qui ont forgé l'exceptionnel développement économique du pays. Au croisement d'interrogations sur la dynamique de la croissance, le développement asiatique, le poids des structures coloniales, le rôle de l'État et ses ambiguïtés, cette recherche sur les causes et les modalités du développement malaisien conduit à repenser la mondialisation. En effet, l'exemple malaisien éclaire de manière originale l'hypothèse d'un dépassement de l'État au sein d'une globalisation néolibérale : la souveraineté dont fait preuve le gouvernement malaisien sur la longue durée contraste avec la situation objective de ce petit pays dépendant de grands partenaires économiques et financiers qui sont aussi ses prescripteurs technologiques et culturels. La Malaisie révèle ainsi la possibilité politique de se frayer une voie singulière et autonome dans la mondialisation.";1;2016;"ENS Éditions";"content?id=ztVLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";32
601;"Au coeur des émotions de l'enfant";"Isabelle Filliozat";6.49;"Quentin se roule par terre dans le supermarché, Lucie pleure toutes les larmes de son corps parce que son ballon a éclaté, François se réveille toutes les nuits parce qu'un monstre le poursuit, Pierre est terrifié par les tunnels... Les parents sont souvent démunis devant les émotions de leurs enfants. Que faire devant les larmes ? Que dire face aux hurlements ? Comment réagir vis-à-vis des paniques ? Que dire aussi à Paul qui a perdu son papa ? à Mathilde, atteinte d'un cancer ? à Simon dont les parents divorcent ? Voici un livre très concret qui, puisant ses exemples dans le quotidien, vous aidera à accompagner votre enfant vers l'autonomie, à retrouver le contact avec votre propre enfance et à aller vers davantage d'harmonie familiale. Isabelle Filliozat est psychothérapeute et mère de deux enfants. Elle accompagne adultes et enfants dans leur cheminement vers plus de liberté et de bonheur depuis près de vingt ans. Elle est l'auteur de cinq livres, dont L'Intelligence du coeur paru chez le même éditeur.";1;2014;"JC Lattès";"content?id=rlea4J8wQ1kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";6
602;"Je pense trop : Comment canaliser ce mental envahissant";"Christel Petitcollin";11.99;"Qui pourrait penser qu'être intelligent puisse faire souffrir et rendre malheureux ? Pourtant, je reçois souvent en consultation des gens qui se plaignent de trop penser. Ils disent que leur mental ne leur laisse aucun répit, même la nuit. Ils en ont marre de ces doutes, de ces questions, de cette conscience aiguë des choses, de leurs sens trop développés auxquels n'échappe aucun détail. Ils voudraient débrancher leur esprit, mais ils souffrent surtout de se sentir différents, incompris et blessés par le monde d'aujourd'hui. Ils concluent souvent par : ' Je ne suis pas de cette planète ! ' Ce livre propose des cours de mécanique et de pilotage de ces cerveaux surefficients.";1;2014;"Guy Trédaniel";"content?id=CMz9AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";19
603;"La boîte à l'enchanteur";"Jean-François Lassalmonie";11.99;"Louis XI (1461-1483) est l'un des rois de France les plus connus du Moyen Àge, mais sa politique financière n'avait encore fait l'objet d'aucune étude globale. Or, son règne marqua une étape cruciale de la construction de l'État moderne avec la pérennisation de l'impôt, au lendemain de la guerre de Cent Ans qui l'avait fait accepter comme une nécessité temporaire. D'autre part, connaître les moyens mis en œuvre par ce roi pour financer son action permet de mieux comprendre ses succès et ses échecs : par là, l'histoire des finances et des institutions rejoint la « grande histoire ». S'appuyant sur la législation royale et les archives fiscales et comptables, mais aussi sur la correspondance de Louis XI et les témoignages de ses contemporains, l'enquête remonte des débuts des finances modernes à l'œuvre de son père et à sa propre formation avant de suivre l'interaction entre les événements et ses choix financiers tout au long d'un règne riche en péripéties. Le bilan de cette analyse chronologique est dressé dans une synthèse finale qui décrit les ressorts d'une stratégie de prélèvement et de redistribution tout entière au service d'une volonté politique. En montrant le fonctionnement de l'État royal dans le jeu de ses rouages internes comme dans ses rapports avec la société française ou les autres puissances, cette approche contribue à éclairer un épisode majeur de l'Histoire de France.";1;2013;"Institut de la gestion publique et du développement économique";"content?id=4ncXCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";18
604;"L'économique et le vivant";"René Passet";7.49;"Nouvelle édition actualisée de l’ouvrage désormais classique qui, dès 1979, ouvrait la voie encore inexplorée de la recherche d’harmonisation entre les deux processus de destruction créatrice que sont le développement économique et l’évolution naturelle. Après avoir analysé les conflits de logiques opposant la sphère productive à celle de la vie, l’auteur situe les mécanismes du développement dans les comportements sociaux et les régulations de la nature ; il en tire des principes fondamentaux concernant l’organisation sociale et la politique économique. Précurseur du développement durable, ce livre annonce clairement l’émergence de la société informationnelle et applique une approche multidimensionnelle de systèmes complexes.";1;1995;"FeniXX";"content?id=bo1YDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";30
605;"Théologie du développement intégral Tome 2";"Benjamin Sombel Sarr";13.99;"Cet ouvrage jette les bases théoriques spéculatives de la théologie du développement intégral. Cette dernière s'appuie sur une théologie de la création dont il faut percevoir le lien avec l'écologie intégrale. La théologie du développement intégral appelle un travail de déconstruction et de reconstruction des paradigmes philosophiques de l'économie et du développement dans une perspective 'd'enveloppement'. Elle propose aussi l'humanisme africain comme fondement philosophique en vue d'un humanisme intégral.";1;2017;"Editions L'Harmattan";"content?id=WzE_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";24
606;"Menaces sociales et environnementales : repenser la société des risques";"Collectif";15.99;"Au-delà de l’engouement médiatique qu’il suscite, le concept de menace offre un cadre de réflexion scientifique socialement utile. Plus englobant que le risque, la menace renvoie à la fois à un sentiment diffus, à l’anticipation de conséquences négatives qu’on ne sait nommer avec certitude mais que l’on pressent, et à une évaluation concomitante d’une certaine impuissance à y faire face.";1;2020;"Presses universitaires de Rennes";"content?id=MyXxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";16
